x,pi,i,demand,cost_push,monetary
0.2716785126022958,-0.39034613226241444,-0.35219815717134806,0.12849675691432233,-0.23831464193143623,0.058786651913045884
0.5865653380262865,-0.18725602926837578,-0.317755418595842,-0.14655501282234168,-0.18934666470985448,-0.05315424443166708
1.2901309573444655,-0.17068524156078044,-0.3399057837263831,0.04472220256575219,-0.3416518220764959,-0.049225103659476174
1.8413052410958157,0.16004725325323071,-0.13203575540911155,0.09060105718239128,-0.22692524327511865,-0.06937021376594782
1.3217111166559783,0.07152621016185662,-0.05744224212557467,-0.30649967550324175,-0.1250099580008055,-0.048333202090515844
-0.022277538664666665,-0.22950256810033784,-0.1764614807590837,-0.7773545547729079,0.012521279930099292,-0.052785387836934164
-0.47562708120895625,-0.07442362657130948,-0.2639467613077254,-0.513139682221726,0.14314659339196437,-0.087985072925424
-0.5016766755198652,-0.2184598774065925,-0.39879525772985736,-0.39692012692704154,-0.022097118374364316,-0.07744412515006983
-0.66738554998473,-0.36585457218622297,-0.5260642513967068,-0.5232810749973844,-0.06361094405378039,-0.024096723736983645
-0.0925014201345071,-0.08556868554250843,-0.5521018078730281,-0.32527000258351657,0.007843793933499167,-0.1071326423606823
-0.009203140600937305,0.3097891691566874,-0.24967561734168364,-0.27237005888395405,0.1830194411433798,0.05109875271528143
-0.45908160294077505,0.05500035334163229,-0.1853571104990712,-0.3792204490686776,0.08132316977140433,0.010102067386165064
-0.6703362752207469,-0.34289840708807734,-0.25939155654607776,-0.23541412474108409,-0.0508252393010893,0.06970143645850571
-0.06202735783369005,-0.40812328879395027,-0.299830202323645,0.1112352519277285,-0.1953769615194395,0.07826874664284207
-0.25451875284326425,-0.4707624222748733,-0.2125045197467153,-0.15928717694469266,-0.09262000656964035,0.2065237423590212
0.16525707008067028,0.13054533269227184,-0.17985391220480443,-0.04863674365570524,0.06730688843413289,-0.046032932589567185
0.44180680821197305,0.16447428615334891,-0.03308290104662145,0.07942605871350437,-0.04016163974847379,-0.01985457104497079
0.33142321278280545,-0.10385662053110806,-0.024513630309553877,0.015255078625832273,-0.14687312808669695,0.05184268845017517
0.3750507145833281,0.24537863494940093,0.09517938301546278,0.06597739037943584,0.09727330140122155,-0.02729667720778648
0.19706898748857016,0.1415583867147139,0.06952186684413558,-0.02114708357142136,0.00833231989136806,-0.04087798875023096
0.29896410160581277,0.3276365707090598,0.2833999578532311,0.2374098727223419,0.11720954819774097,0.004074161656307409
0.11823692061605644,0.3188689269621941,0.39345590776422945,0.25412748381743555,0.09058375766763783,0.06882302984679668
0.28212866518067503,0.5595632157963771,0.5249215271673521,0.4541231203768168,0.1908549466251334,-0.011904466809157504
-0.1669427280706741,0.3414516570162909,0.5824905451829713,0.3078759692570404,0.188191119156901,0.05008165752569237
-0.9849526601025396,-0.008968805793070002,0.5514102927245378,0.24958814867743778,0.164627199070285,0.19137286089323874
-1.3364063282195404,-0.41779264307592257,0.329488956813678,0.257676872950388,0.041037151491788965,0.14265420557669986
-0.9374011273741677,-0.5333956301142587,0.05573429527384473,0.4189188870734857,-0.09490451536193445,0.09844246037964086
0.20580013100348546,-0.10262515261432137,0.15741003233203382,0.7196626219402659,-0.08966907423793818,0.12011828987120987
0.8242332454077017,0.26891460774584336,0.22070895533918228,0.4515623003888101,-0.01190698543749448,-0.07015614035883774
0.7942979713889565,0.18854599641366204,0.24717371555783896,0.29970668889936725,-0.08429232457543517,0.025703465492817927
0.6242976262418081,0.08495695706203153,0.36053921562790614,0.2451919481503391,-0.04378434117103181,0.053163252344343694
0.2448534327462642,-0.05200119173880253,0.3031693717351116,0.16318727969913527,-0.051279678959813974,0.011109175022479928
1.0854048433772387,0.3367571399557358,0.17441525337677424,0.415628961715212,-0.09327724779288618,-0.23761821231847588
1.3873557927695965,0.4170023603152886,0.3791500034490785,0.4407740388389793,-0.06535782425355821,-0.02539694343559961
1.2326916127401522,0.6949837766125723,0.576904751786426,0.3235284333220334,0.11285204206334276,-0.09896246567826433
0.2510877067961021,0.4584399120388016,0.6218718216819987,0.0879514157215948,0.2010504991485929,0.0026351490171096672
-0.22311694640559782,0.02425399163663141,0.3608182948224507,0.0926126126550752,0.008333338224972278,-0.10602555900964958
-0.5002701449863612,-0.32254545603648876,0.06230315899524193,0.03483774728961282,-0.05931615048571632,-0.044337354898004264
-0.4962154274298653,-0.3066892029153738,-0.009524944482588803,0.025179253479801884,-0.047777985137692956,0.06658851752520008
-0.9803434998891971,-0.534115027041538,-0.2536175341981546,-0.35765073427310956,-0.01633570684826806,0.06647213401487405
-0.10411415651070777,0.17974349237599804,-0.10722197397075937,0.2379992269090114,0.14861870370663324,0.027728698652297164
0.1032065602428034,0.22271074721017453,-0.01975444133921802,0.019422378424513935,0.07281155122405696,-0.04753799386453725
0.29613745086893795,0.4970659671453296,0.31648608961653696,0.29079073015806745,0.16578971089099195,0.07898058668193642
-0.034421719547286324,0.07020512194799766,0.34243205849280867,0.23599164558141356,-0.021667451814119876,0.09167468708376997
-0.5336727274131163,-0.5963716043179222,0.01048149797062398,-0.0919173584956336,-0.19381175294873207,0.04542275758867957
0.07779648160712346,-0.5193517481115205,-0.26243112385817524,0.17003408632495684,-0.288079590433833,-0.004807485874143107
0.26726073125388095,-0.19214419753483386,-0.21730488694424854,-0.11784508463460261,-0.02484074493523349,0.0012924092131815518
0.46309810701937987,0.13155076939168447,-0.10269214708796001,-0.02123245351560725,-0.0042600379769233854,0.01592824143529021
0.006639765705948788,0.05043438557408127,0.09180217648173601,-0.09944161839441466,0.04842896823482092,0.12229356569082053
-0.23158410605307136,0.0008106950157179636,0.088145281943718,-0.039339062129423216,0.058038041689209355,0.018359454099610886
-0.5578203861519395,-0.09349049629309407,-0.012230340274588004,-0.16229085685346342,0.08512648477154396,0.014865777784238934
-0.7572791135172715,-0.3111161382486026,-0.24599504206318268,-0.2619126336045984,-0.04777851369515617,-0.029965241450785305
-0.4530877824339206,-0.435655982057516,-0.3461639449934437,-0.10711015071528468,-0.15337477337861377,0.028171844575685494
-0.3658251939307029,-0.7739684856898466,-0.588952561913814,-0.32985302257607296,-0.29899868573145555,0.03172038242645336
0.44344815674915017,0.008975141875167639,-0.44623191226613235,-0.03916702887252091,-0.03508758342492507,0.015424631305806564
0.7449497421861889,-0.2420013841059479,-0.4728540858592151,-0.29081745379521884,-0.2911484060687029,-0.1114250119895846
0.7555360371807746,0.02695648873770343,-0.31710687378842717,-0.32576442246110254,-0.01815865266821709,-0.02297718430101818
0.48813894639805994,0.17691247654414324,-0.232272453877772,-0.45396998216590057,0.050060150319271315,-0.14226701478766612
0.8702068600980291,0.679342012042835,-0.016571726844789622,0.021437811850357986,0.1404671719684902,-0.11776671955638322
1.1152663130278146,0.8487630305441248,0.26262548883738357,0.185060315744873,0.1256840056194829,-0.1652264781162677
0.8832779351243526,0.5980733940038745,0.4815967383377936,0.2453923442830972,0.06144197529699719,-0.05604334714636776
-0.27052329883497933,0.05600897771025798,0.42709584958875674,-0.07529267258159518,0.0992856397779516,0.048070926381939216
-1.1118718458193844,-0.9808264133669259,-0.009452949453883142,-0.14120983641761697,-0.27098052519073434,0.13233152997673459
-0.48699935409589445,-1.0046423809964609,-0.6164094397658484,-0.09571076370925415,-0.36699477062561253,-0.10363623597669024
0.5479022474982002,-0.5552822401458472,-0.7046938652066137,-0.06809157056033394,-0.3228266322782051,-0.04744744440193859
1.9749551983429317,0.6438253389150259,-0.25023709261242444,0.24320015704382159,-0.004881082548045595,-0.12772712644507034
2.0221058377931356,0.9954941558128059,0.4234467889740353,0.21087126219642452,0.11647932577526493,0.02436378533600219
1.496066653471735,0.36482188473279975,0.6036984850056939,0.3828919711643163,-0.15755130236404624,0.07925674390482797
0.9494830268662182,0.11869902276550603,0.7053499154078069,0.4845694907867906,-0.06392480318324491,0.12277946399015867
0.849765609808043,0.3271231258532275,0.6410821058752887,0.5479911084525948,0.05002069373075545,-0.04427722795836644
0.03599800002638316,-0.06879098466804764,0.5482674470474717,0.2625860606782075,-0.018439478073123558,0.11707694154514785
-0.2838842794409072,0.1991104111158471,0.5064359732292044,0.3162850472602628,0.20848995635553463,0.005605265028122683
-0.6454333704886316,-0.23094530890381826,0.3779103391712619,0.31172072498032855,-0.021674369844907615,0.10806917671267073
-0.695473932370511,-0.07767124125904343,0.1953348388586325,0.1545003171281389,0.13412306908546373,0.003346689484316545
0.07498015546138638,0.43992932930984785,0.4070060923254572,0.6459155521968378,0.14682336322640904,0.05554505000875584
-0.3580961963161405,0.4764601103494876,0.5898148817540638,0.33584271101836516,0.29669193053780135,0.12264606023258322
-0.9645304457763029,-0.5043822624924731,0.374931800783554,0.31967356045531853,-0.14646808437789227,0.226490834881049
-1.0699032115818234,-0.607646762898242,0.08565067928823049,0.21371324691003987,-0.03994682189552732,0.1084046484737067
-0.24831521554149827,-0.29590759242921916,-0.1257098961303702,0.3370871749403802,-0.10724461557417099,-0.05106707038741358
0.6154203657480309,-0.1190478571994454,0.039576643518867395,0.4881418378590956,-0.15708959363248176,0.08340241873065284
1.0956424721764932,0.37604714551563284,0.255394859761845,0.42456148736910226,0.00012537641102221796,0.018484393592301664
1.119485772341646,0.1502812427299215,0.448527985934595,0.5020168680210434,-0.13072717070046894,0.12683547013311958
0.6488104137541028,0.09020121588893187,0.46163111353587366,0.1888326492361665,-0.01334800988473068,0.001748356728913717
0.8642092726556797,0.033538094898681085,0.32822831143249187,0.4275505636309611,-0.17374415776425375,-0.09411441867278207
1.298206596227787,-0.1592116655080434,0.13700960438133325,0.36503756533226567,-0.3606231337355841,-0.11197407905288341
1.4492840104399085,-0.13381513333733958,0.04305549992751144,0.1453568713575935,-0.3080447968497783,-0.08741533563769056
1.7285474857572865,0.041469257161610054,0.1702632938570976,0.2788811464881162,-0.2625510010217599,0.0043836028760973825
2.0540679265460944,0.16072787412033712,0.17729675411636564,0.306321244963405,-0.2813709816082774,-0.09220521839998572
2.131291661061064,0.4676832363286258,0.4734535468371987,0.4029254134536403,-0.10450658822950658,-0.018064667503901906
1.7916843660676147,0.8538988779668286,0.7940275210823579,0.4523550784527944,0.16677955358140997,-0.019357227262439217
1.2658242849820793,0.5079434015591086,0.8330001348547504,0.49742829175869324,-0.03860716411984636,-0.052183598572827644
0.8534475950861022,0.15917062637415055,0.7212552193803995,0.4971402176036396,-0.08576348810823578,0.002875830195759278
1.113952622124908,0.3111175786832059,0.6808246226864555,0.7297717766787453,-0.05223911395874152,-0.056182284492888784
1.0486717052883698,0.19936359889030983,0.6748653543883654,0.6408167768074549,-0.11129735844806113,0.009498072209171506
1.055520993016683,0.5169812447577606,0.7126300443982468,0.5848562294581073,0.0591784725140773,-0.08179906942827196
0.656116745883538,0.005981995797632908,0.5918647715031943,0.5034828159695307,-0.15017756433329613,0.05629459019820146
0.28753297396914185,-0.1734517659104765,0.5336174357470751,0.42449771550443605,-0.09284545976093402,0.11285031932334731
0.19201355524091723,-0.17528121189854914,0.3867681605665501,0.43438082409097306,-0.07340444582909933,0.09891211962372083
0.11936866634291769,-0.007945157501056756,0.4226528092508189,0.43466983598064635,0.0600220507836021,0.10693727255324927
-0.17924197198913563,-0.3364667402547556,0.16526666664626066,0.10245596091098085,-0.1238395803058839,-0.03067118357690897
-0.06670993810744026,-0.1673802175184803,-0.1403613116881069,-0.1345295426318254,-0.05275185598041384,-0.19883706894273168
0.1296509148775542,-0.1901850857490378,-0.3279080419775947,-0.22833777236928346,-0.1332431697227872,-0.12529863226884702
0.36097947334169617,0.3228753247855454,-0.13965400382940282,-0.12145853759378805,0.13508501679978838,-0.05660535165363915
0.18851725262714245,0.34122835998083406,0.05022234323056826,-0.09352407377403185,0.11710853834047605,-0.016806010197444866
-0.191413254962149,0.10429799487489175,0.21141568380921877,0.07307819270442992,0.06570323609934385,0.1368231341927928
-0.2742155099717112,0.17103127050791717,0.2811395160024621,0.23550465326970002,0.12039111779474033,0.0801316744807096
0.09117558205025723,0.40121383195437577,0.5338287766902502,0.6482559763948683,0.1464786233404037,0.1182967740337376
0.18697981236521416,0.1989560730394847,0.5828380848439616,0.6787192044385137,0.02663865405463786,0.10132343384636454
-0.5413328522244658,-0.21486651295300674,0.42798523841048447,0.18433488722151364,0.025088886461519168,0.11889985020329097
-1.2001868620318215,-0.11896350567228925,0.4425263013555689,0.186203321758505,0.21675570303073183,0.2526512288707379
