x,pi,i,q,natural_rate,cost_push,monetary
0.7852820172356166,0.12047783566877947,-0.3992530112399952,0.048097756077605615,-0.3256970523864509,-0.09591595280476357,-0.12216090628231209
0.7270689825319215,-0.1683673519190401,-0.38597938529260656,0.0005302323621491061,-0.3611277778495247,-0.2242014300552435,-0.06829384209121735
1.0102297479815259,-0.3412203878126425,-0.466827596521551,-0.16714827223798878,-0.3243418226843382,-0.3469435864182312,-0.11300385958442913
1.7973400827713375,0.22877812435111425,-0.3617707147560021,-0.029198573719454432,-0.21633335174565158,-0.18201333154083185,-0.14069458014827363
2.29637290168378,0.6481613196552759,-0.056123211210920135,0.13752076515734923,-0.02987901396547197,-0.008439152005763222,-0.061582271306614034
2.076865625198323,0.42157561826219103,0.2573317788202882,0.259176347222241,0.102242281376651,-0.13456918290352504,0.025979041619395477
1.4962053913743865,0.03679979386930688,0.20704710472509796,0.09676254768482591,-0.05627013153145408,-0.19259112740592974,-0.06340253035587996
1.2832004048061896,0.33650287559206365,0.1661634405987037,-0.06033204676908825,-0.002427150000644258,0.048021841212735096,-0.11629150995688903
0.4476699602224162,0.34534957517488124,0.35870135930454083,-0.08273595877542805,-0.023538859776614133,0.24732744762734254,0.06439757133513369
-0.3609071996026555,-0.2570922807907336,0.1947329846096459,-0.12336512058498511,-0.031663856468868885,-0.07362804498220932,0.018075631654875086
-1.3435124092573394,-0.28033326867475866,-0.016165550638681133,-0.349176090777389,-0.3197990752914258,0.22290867955767035,-0.032002911612466226
-1.4849531666228417,-0.08071901346245704,-0.2553085481192039,-0.165231591007138,-0.2784152224132071,0.21055179412664232,-0.08291853511475133
-1.6160480021306758,-0.24486996722175913,-0.24274744216803126,-0.12763074857560114,-0.2002870080242045,0.12602714498645876,0.07949009975573998
-0.931590263107188,0.039462702103634256,-0.27735646301636924,0.03080931845959762,-0.057751006787990763,0.08940147300053608,-0.04465691472287146
-1.2257024108133683,0.027959950760201906,-0.22144962142028507,0.09695616429460743,-0.30615486979778966,0.2280656446948994,0.0668020304966596
-2.22147842275138,-0.7145835005687852,-0.290219795081688,-0.24461970408404843,-0.44527695774900444,-7.440665761239461e-05,0.1811746905879413
-1.7144885934601763,-0.7140504203911143,-0.4796478225094538,-0.27488079576902785,-0.19430995880268495,-0.10600234302401143,0.05361403670015077
-0.8226220699189345,-0.062382284346746315,-0.4270022668990594,0.07711415121869908,-0.20277609049038056,0.0687594901330856,-0.005665653799245119
-0.42038520946396163,0.002058247364408263,-0.3485896044353578,0.024730716846952792,-0.21329270194495492,0.02893475761053383,0.009789296177946844
0.48070078255865883,0.40597445550660644,-0.35057952522500424,0.12055060496222994,-0.11471920853345954,0.05123726759892,-0.14040186177260597
0.4673670954669923,-0.03395235791982268,-0.31779432290557347,0.00562864214133376,-0.29010021748613696,-0.13837637236379358,-0.0706627552690733
0.1800276718331702,-0.08366625557577559,-0.19957659560466412,-0.029352982214439858,-0.2966941416851517,-0.05331673370528789,0.007507954408712615
-0.11459369520475224,0.12144420222565336,-0.2278699118337231,0.015812938181776932,-0.33753791383099896,0.13540138814564653,-0.04284351947966473
-0.19651662513823537,0.18515344209059453,-0.062458067945686105,0.0004376319264223355,-0.08892623320109187,0.12966920832881368,0.06978274128424444
-0.18859197808404518,0.10688240082220302,-0.07020994040119073,-0.14245137360791768,-0.056663740181162874,0.05046612766196534,-0.03377617784428742
0.0037773814603685642,-0.03401128818510295,0.013405527260435772,0.04220289751656295,0.08076524759325295,-0.03751734817212958,0.04950341281192758
